Report Date,FIPS,Locality,Health District,Health Region,Vaccination Status,Sex,People by vaccination status count
04/20/2021,51139,Page,Lord Fairfax,Northwest,At Least One Dose,Male,3158
04/20/2021,51678,Lexington,Central Shenandoah,Northwest,Fully Vaccinated,Male,788
04/20/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,Not Reported,Female,0
04/20/2021,51770,Roanoke City,Roanoke,Southwest,At Least One Dose,Not Reported,50
04/20/2021,51141,Patrick,West Piedmont,Southwest,Not Reported,Male,0
04/20/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,At Least One Dose,Female,10799
04/20/2021,51520,Bristol,Mount Rogers,Southwest,At Least One Dose,Not Reported,0
04/20/2021,51195,Wise,Lenowisco,Southwest,At Least One Dose,Female,6377
04/20/2021,51169,Scott,Lenowisco,Southwest,At Least One Dose,Female,3544
04/20/2021,51073,Gloucester,Three Rivers,Eastern,Not Reported,Female,0
04/20/2021,51159,Richmond County,Three Rivers,Eastern,Fully Vaccinated,Not Reported,0
04/20/2021,51163,Rockbridge,Central Shenandoah,Northwest,Not Reported,Not Reported,0
04/20/2021,51177,Spotsylvania,Rappahannock,Northwest,Fully Vaccinated,Male,12684
04/20/2021,51670,Hopewell,Crater,Central,At Least One Dose,Not Reported,4
04/20/2021,51063,Floyd,New River,Southwest,At Least One Dose,Female,3038
04/20/2021,51019,Bedford,Central Virginia,Southwest,Fully Vaccinated,Male,8613
04/20/2021,51147,Prince Edward,Piedmont,Central,At Least One Dose,Male,2808
04/20/2021,51067,Franklin County,West Piedmont,Southwest,Fully Vaccinated,Not Reported,3
04/20/2021,51685,Manassas Park,Prince William,Northern,Fully Vaccinated,Male,1081
04/20/2021,51059,Fairfax,Fairfax,Northern,At Least One Dose,Not Reported,551
04/20/2021,51137,Orange,Rappahannock Rapidan,Northwest,At Least One Dose,Female,7827
04/20/2021,51660,Harrisonburg,Central Shenandoah,Northwest,At Least One Dose,Not Reported,165
04/20/2021,51085,Hanover,Chickahominy,Central,Not Reported,Not Reported,0
04/20/2021,51630,Fredericksburg,Rappahannock,Northwest,Fully Vaccinated,Female,3819
04/20/2021,51069,Frederick,Lord Fairfax,Northwest,Not Reported,Not Reported,0
04/20/2021,51167,Russell,Cumberland Plateau,Southwest,Not Reported,Female,0
04/20/2021,51678,Lexington,Central Shenandoah,Northwest,Not Reported,Male,0
04/20/2021,51600,Fairfax City,Fairfax,Northern,Not Reported,Male,0
04/20/2021,51550,Chesapeake,Chesapeake,Eastern,At Least One Dose,Female,47795
04/20/2021,51530,Buena Vista City,Central Shenandoah,Northwest,At Least One Dose,Not Reported,0
04/20/2021,51077,Grayson,Mount Rogers,Southwest,Fully Vaccinated,Female,1743
04/20/2021,51125,Nelson,Blue Ridge,Northwest,At Least One Dose,Male,2999
04/20/2021,51183,Sussex,Crater,Central,Fully Vaccinated,Not Reported,1
04/20/2021,51775,Salem,Alleghany,Southwest,Not Reported,Male,0
04/20/2021,51131,Northampton,Eastern Shore,Eastern,Not Reported,Not Reported,0
04/20/2021,51159,Richmond County,Three Rivers,Eastern,Not Reported,Male,0
04/20/2021,51810,Virginia Beach,Virginia Beach,Eastern,At Least One Dose,Not Reported,2122
04/20/2021,51045,Craig,Alleghany,Southwest,Not Reported,Not Reported,0
04/20/2021,51075,Goochland,Chickahominy,Central,Fully Vaccinated,Female,4638
04/20/2021,51187,Warren,Lord Fairfax,Northwest,At Least One Dose,Male,4941
04/20/2021,51067,Franklin County,West Piedmont,Southwest,Not Reported,Not Reported,0
04/20/2021,51095,James City,Peninsula,Eastern,Not Reported,Male,0
04/20/2021,51057,Essex,Three Rivers,Eastern,Fully Vaccinated,Not Reported,0
04/20/2021,51155,Pulaski,New River,Southwest,Not Reported,Female,0
04/20/2021,51760,Richmond City,Richmond,Central,Not Reported,Male,0
04/20/2021,51111,Lunenburg,Piedmont,Central,Not Reported,Not Reported,0
04/20/2021,51097,King and Queen,Three Rivers,Eastern,At Least One Dose,Not Reported,2
04/20/2021,51720,Norton,Lenowisco,Southwest,At Least One Dose,Female,743
04/20/2021,51085,Hanover,Chickahominy,Central,At Least One Dose,Male,21428
04/20/2021,51540,Charlottesville,Blue Ridge,Northwest,Not Reported,Male,0
04/20/2021,51171,Shenandoah,Lord Fairfax,Northwest,At Least One Dose,Not Reported,18
04/20/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,Fully Vaccinated,Female,10565
04/20/2021,51103,Lancaster,Three Rivers,Eastern,At Least One Dose,Male,2419
04/20/2021,51185,Tazewell,Cumberland Plateau,Southwest,Not Reported,Not Reported,0
04/20/2021,51111,Lunenburg,Piedmont,Central,Fully Vaccinated,Male,1397
04/20/2021,51750,Radford,New River,Southwest,At Least One Dose,Not Reported,3
04/20/2021,51127,New Kent,Chickahominy,Central,Not Reported,Not Reported,0
04/20/2021,51595,Emporia,Crater,Central,Not Reported,Female,0
04/20/2021,51181,Surry,Crater,Central,At Least One Dose,Male,1075
04/20/2021,51750,Radford,New River,Southwest,Fully Vaccinated,Not Reported,2
04/20/2021,51007,Amelia,Piedmont,Central,Not Reported,Not Reported,0
04/20/2021,51057,Essex,Three Rivers,Eastern,Not Reported,Male,0
04/20/2021,51740,Portsmouth,Portsmouth,Eastern,Not Reported,Female,0
04/20/2021,51081,Greensville,Crater,Central,Not Reported,Not Reported,0
04/20/2021,51127,New Kent,Chickahominy,Central,Not Reported,Male,0
04/20/2021,51073,Gloucester,Three Rivers,Eastern,Fully Vaccinated,Female,5583
04/20/2021,51095,James City,Peninsula,Eastern,Not Reported,Not Reported,0
04/20/2021,51730,Petersburg,Crater,Central,Not Reported,Male,0
04/20/2021,51067,Franklin County,West Piedmont,Southwest,Not Reported,Female,0
04/20/2021,51595,Emporia,Crater,Central,Fully Vaccinated,Female,570
04/20/2021,51121,Montgomery,New River,Southwest,Fully Vaccinated,Not Reported,27
04/20/2021,51079,Greene,Blue Ridge,Northwest,At Least One Dose,Not Reported,75
04/20/2021,51001,Accomack,Eastern Shore,Eastern,At Least One Dose,Male,5386
04/20/2021,51800,Suffolk,Western Tidewater,Eastern,Fully Vaccinated,Not Reported,140
04/20/2021,51175,Southampton,Western Tidewater,Eastern,At Least One Dose,Female,2920
04/20/2021,51001,Accomack,Eastern Shore,Eastern,Fully Vaccinated,Male,4035
04/20/2021,51730,Petersburg,Crater,Central,At Least One Dose,Not Reported,7
04/20/2021,51041,Chesterfield,Chesterfield,Central,Not Reported,Male,0
04/20/2021,51075,Goochland,Chickahominy,Central,Not Reported,Not Reported,0
04/20/2021,51199,York,Peninsula,Eastern,Fully Vaccinated,Female,10067
04/20/2021,51025,Brunswick,Southside,Central,Not Reported,Male,0
04/20/2021,51045,Craig,Alleghany,Southwest,Fully Vaccinated,Not Reported,0
04/20/2021,51133,Northumberland,Three Rivers,Eastern,At Least One Dose,Not Reported,4
04/20/2021,51141,Patrick,West Piedmont,Southwest,At Least One Dose,Not Reported,1
04/20/2021,51650,Hampton,Hampton,Eastern,Not Reported,Male,0
04/20/2021,51147,Prince Edward,Piedmont,Central,Not Reported,Male,0
04/20/2021,51045,Craig,Alleghany,Southwest,Not Reported,Male,0
04/20/2021,51131,Northampton,Eastern Shore,Eastern,Fully Vaccinated,Not Reported,3
04/20/2021,51109,Louisa,Blue Ridge,Northwest,Not Reported,Female,0
04/20/2021,51007,Amelia,Piedmont,Central,Not Reported,Female,0
04/20/2021,51063,Floyd,New River,Southwest,Not Reported,Not Reported,0
04/20/2021,51059,Fairfax,Fairfax,Northern,Not Reported,Not Reported,0
04/20/2021,51800,Suffolk,Western Tidewater,Eastern,Fully Vaccinated,Male,7347
04/20/2021,51610,Falls Church,Fairfax,Northern,At Least One Dose,Male,2822
04/20/2021,51167,Russell,Cumberland Plateau,Southwest,Fully Vaccinated,Female,4237
04/20/2021,51036,Charles City,Chickahominy,Central,At Least One Dose,Male,1243
04/20/2021,51630,Fredericksburg,Rappahannock,Northwest,Not Reported,Female,0
04/20/2021,51035,Carroll,Mount Rogers,Southwest,At Least One Dose,Male,3401
04/20/2021,51071,Giles,New River,Southwest,Not Reported,Female,0
04/20/2021,51087,Henrico,Henrico,Central,Fully Vaccinated,Male,36024
04/20/2021,51083,Halifax,Southside,Central,Not Reported,Female,0
04/20/2021,51187,Warren,Lord Fairfax,Northwest,Not Reported,Female,0
04/20/2021,51133,Northumberland,Three Rivers,Eastern,Not Reported,Female,0
04/20/2021,51670,Hopewell,Crater,Central,Fully Vaccinated,Male,1620
04/20/2021,51107,Loudoun,Loudoun,Northern,Not Reported,Not Reported,0
04/20/2021,51670,Hopewell,Crater,Central,Not Reported,Female,0
04/20/2021,51610,Falls Church,Fairfax,Northern,Fully Vaccinated,Female,2264
04/20/2021,51025,Brunswick,Southside,Central,Fully Vaccinated,Male,1558
04/20/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Not Reported,Male,0
04/20/2021,51173,Smyth,Mount Rogers,Southwest,Not Reported,Female,0
04/20/2021,51105,Lee,Lenowisco,Southwest,Fully Vaccinated,Male,1994
04/20/2021,51163,Rockbridge,Central Shenandoah,Northwest,At Least One Dose,Female,5180
04/20/2021,51017,Bath,Central Shenandoah,Northwest,Not Reported,Not Reported,0
04/20/2021,51700,Newport News,Peninsula,Eastern,Not Reported,Not Reported,0
04/20/2021,51023,Botetourt,Alleghany,Southwest,At Least One Dose,Male,6322
04/20/2021,51059,Fairfax,Fairfax,Northern,Not Reported,Male,0
04/20/2021,51710,Norfolk,Norfolk,Eastern,Fully Vaccinated,Male,13686
04/20/2021,51740,Portsmouth,Portsmouth,Eastern,Fully Vaccinated,Female,9280
04/20/2021,51081,Greensville,Crater,Central,Fully Vaccinated,Not Reported,0
04/20/2021,51049,Cumberland,Piedmont,Central,At Least One Dose,Not Reported,6
04/20/2021,51650,Hampton,Hampton,Eastern,Fully Vaccinated,Female,16217
04/20/2021,51105,Lee,Lenowisco,Southwest,Not Reported,Not Reported,0
04/20/2021,51173,Smyth,Mount Rogers,Southwest,Fully Vaccinated,Male,3443
04/20/2021,51135,Nottoway,Piedmont,Central,Not Reported,Female,0
04/20/2021,51105,Lee,Lenowisco,Southwest,Not Reported,Female,0
04/20/2021,51115,Mathews,Three Rivers,Eastern,At Least One Dose,Not Reported,5
04/20/2021,51049,Cumberland,Piedmont,Central,Fully Vaccinated,Male,888
04/20/2021,51097,King and Queen,Three Rivers,Eastern,Not Reported,Not Reported,0
04/20/2021,51683,Manassas City,Prince William,Northern,At Least One Dose,Female,8228
04/20/2021,51171,Shenandoah,Lord Fairfax,Northwest,Fully Vaccinated,Male,4546
04/20/2021,51135,Nottoway,Piedmont,Central,Fully Vaccinated,Female,1866
04/20/2021,51099,King George,Rappahannock,Northwest,At Least One Dose,Female,4380
04/20/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,Not Reported,Male,0
04/20/2021,51775,Salem,Alleghany,Southwest,At Least One Dose,Not Reported,13
04/20/2021,51540,Charlottesville,Blue Ridge,Northwest,Fully Vaccinated,Female,7320
04/20/2021,51830,Williamsburg,Peninsula,Eastern,At Least One Dose,Female,3078
04/20/2021,51770,Roanoke City,Roanoke,Southwest,Fully Vaccinated,Female,14018
04/20/2021,51049,Cumberland,Piedmont,Central,Not Reported,Female,0
04/20/2021,51125,Nelson,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,160
04/20/2021,51111,Lunenburg,Piedmont,Central,Fully Vaccinated,Not Reported,1
04/20/2021,51053,Dinwiddie,Crater,Central,Not Reported,Male,0
04/20/2021,51101,King William,Three Rivers,Eastern,Not Reported,Female,0
04/20/2021,51195,Wise,Lenowisco,Southwest,Not Reported,Not Reported,0
04/20/2021,51700,Newport News,Peninsula,Eastern,Not Reported,Female,0
04/20/2021,51177,Spotsylvania,Rappahannock,Northwest,Fully Vaccinated,Not Reported,29
04/20/2021,51015,Augusta,Central Shenandoah,Northwest,At Least One Dose,Female,16279
04/20/2021,51067,Franklin County,West Piedmont,Southwest,Fully Vaccinated,Male,5613
04/20/2021,51195,Wise,Lenowisco,Southwest,At Least One Dose,Not Reported,6
04/20/2021,51043,Clarke,Lord Fairfax,Northwest,Fully Vaccinated,Male,1557
04/20/2021,51029,Buckingham,Piedmont,Central,At Least One Dose,Not Reported,20
04/20/2021,51183,Sussex,Crater,Central,Not Reported,Female,0
04/20/2021,51133,Northumberland,Three Rivers,Eastern,At Least One Dose,Male,2607
04/20/2021,51181,Surry,Crater,Central,Not Reported,Not Reported,0
04/20/2021,51840,Winchester,Lord Fairfax,Northwest,Not Reported,Not Reported,0
04/20/2021,51099,King George,Rappahannock,Northwest,Not Reported,Female,0
04/20/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,At Least One Dose,Male,12878
04/20/2021,51775,Salem,Alleghany,Southwest,Not Reported,Not Reported,0
04/20/2021,51089,Henry,West Piedmont,Southwest,Fully Vaccinated,Not Reported,0
04/20/2021,51041,Chesterfield,Chesterfield,Central,At Least One Dose,Female,81432
04/20/2021,51019,Bedford,Central Virginia,Southwest,Not Reported,Male,0
04/20/2021,51550,Chesapeake,Chesapeake,Eastern,At Least One Dose,Not Reported,776
04/20/2021,51770,Roanoke City,Roanoke,Southwest,Not Reported,Not Reported,0
04/20/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,At Least One Dose,Female,9949
04/20/2021,51005,Alleghany,Alleghany,Southwest,Fully Vaccinated,Male,1472
04/20/2021,51153,Prince William,Prince William,Northern,Fully Vaccinated,Female,55981
04/20/2021,51045,Craig,Alleghany,Southwest,At Least One Dose,Female,914
04/20/2021,51015,Augusta,Central Shenandoah,Northwest,Not Reported,Female,0
04/20/2021,51530,Buena Vista City,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,0
04/20/2021,51167,Russell,Cumberland Plateau,Southwest,Not Reported,Not Reported,0
04/20/2021,51179,Stafford,Rappahannock,Northwest,At Least One Dose,Not Reported,95
04/20/2021,51103,Lancaster,Three Rivers,Eastern,Fully Vaccinated,Not Reported,2
04/20/2021,51141,Patrick,West Piedmont,Southwest,Fully Vaccinated,Male,1501
04/20/2021,51029,Buckingham,Piedmont,Central,At Least One Dose,Male,2978
04/20/2021,51127,New Kent,Chickahominy,Central,Fully Vaccinated,Male,2691
04/20/2021,51009,Amherst,Central Virginia,Southwest,Not Reported,Female,0
04/20/2021,51107,Loudoun,Loudoun,Northern,Not Reported,Male,0
04/20/2021,51640,Galax,Mount Rogers,Southwest,At Least One Dose,Male,994
04/20/2021,51700,Newport News,Peninsula,Eastern,At Least One Dose,Not Reported,211
04/20/2021,51037,Charlotte,Piedmont,Central,Not Reported,Not Reported,0
04/20/2021,51740,Portsmouth,Portsmouth,Eastern,Fully Vaccinated,Not Reported,75
04/20/2021,51031,Campbell,Central Virginia,Southwest,Fully Vaccinated,Female,7560
04/20/2021,51049,Cumberland,Piedmont,Central,At Least One Dose,Male,1330
04/20/2021,51690,Martinsville,West Piedmont,Southwest,Not Reported,Male,0
04/20/2021,51750,Radford,New River,Southwest,Fully Vaccinated,Female,2305
04/20/2021,51630,Fredericksburg,Rappahannock,Northwest,At Least One Dose,Male,3987
04/20/2021,51119,Middlesex,Three Rivers,Eastern,Not Reported,Male,0
04/20/2021,51051,Dickenson,Cumberland Plateau,Southwest,At Least One Dose,Not Reported,1
04/20/2021,51107,Loudoun,Loudoun,Northern,Fully Vaccinated,Male,37142
04/20/2021,51183,Sussex,Crater,Central,Fully Vaccinated,Male,1280
04/20/2021,51121,Montgomery,New River,Southwest,Not Reported,Not Reported,0
04/20/2021,51065,Fluvanna,Blue Ridge,Northwest,Not Reported,Female,0
04/20/2021,51187,Warren,Lord Fairfax,Northwest,Fully Vaccinated,Not Reported,3
04/20/2021,51101,King William,Three Rivers,Eastern,At Least One Dose,Not Reported,12
04/20/2021,51153,Prince William,Prince William,Northern,Not Reported,Female,0
04/20/2021,51135,Nottoway,Piedmont,Central,At Least One Dose,Not Reported,3
04/20/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,At Least One Dose,Not Reported,15
04/20/2021,51109,Louisa,Blue Ridge,Northwest,Not Reported,Not Reported,0
04/20/2021,51760,Richmond City,Richmond,Central,Fully Vaccinated,Male,21600
04/20/2021,51147,Prince Edward,Piedmont,Central,Fully Vaccinated,Not Reported,3
04/20/2021,51171,Shenandoah,Lord Fairfax,Northwest,Not Reported,Female,0
04/20/2021,51117,Mecklenburg,Southside,Central,Not Reported,Not Reported,0
04/20/2021,51179,Stafford,Rappahannock,Northwest,Fully Vaccinated,Male,13160
04/20/2021,51117,Mecklenburg,Southside,Central,At Least One Dose,Female,6057
04/20/2021,51073,Gloucester,Three Rivers,Eastern,Not Reported,Not Reported,0
04/20/2021,51161,Roanoke County,Alleghany,Southwest,Not Reported,Not Reported,0
04/20/2021,51021,Bland,Mount Rogers,Southwest,Fully Vaccinated,Male,759
04/20/2021,51089,Henry,West Piedmont,Southwest,At Least One Dose,Male,7154
04/20/2021,51079,Greene,Blue Ridge,Northwest,At Least One Dose,Male,3305
04/20/2021,51830,Williamsburg,Peninsula,Eastern,Not Reported,Male,0
04/20/2021,51790,Staunton,Central Shenandoah,Northwest,Not Reported,Not Reported,0
04/20/2021,51033,Caroline,Rappahannock,Northwest,Fully Vaccinated,Female,3796
04/20/2021,51510,Alexandria,Alexandria,Northern,Fully Vaccinated,Male,14867
04/20/2021,51031,Campbell,Central Virginia,Southwest,Not Reported,Not Reported,0
04/20/2021,51021,Bland,Mount Rogers,Southwest,Not Reported,Female,0
04/20/2021,51710,Norfolk,Norfolk,Eastern,Not Reported,Female,0
04/20/2021,51101,King William,Three Rivers,Eastern,At Least One Dose,Male,2475
04/20/2021,51117,Mecklenburg,Southside,Central,At Least One Dose,Not Reported,14
04/20/2021,51171,Shenandoah,Lord Fairfax,Northwest,At Least One Dose,Female,8626
04/20/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Fully Vaccinated,Not Reported,36
04/20/2021,51700,Newport News,Peninsula,Eastern,At Least One Dose,Male,23673
04/20/2021,51139,Page,Lord Fairfax,Northwest,Not Reported,Female,0
04/20/2021,51009,Amherst,Central Virginia,Southwest,At Least One Dose,Male,4454
04/20/2021,51187,Warren,Lord Fairfax,Northwest,Not Reported,Not Reported,0
04/20/2021,51075,Goochland,Chickahominy,Central,At Least One Dose,Not Reported,19
04/20/2021,51053,Dinwiddie,Crater,Central,At Least One Dose,Not Reported,4
04/20/2021,51169,Scott,Lenowisco,Southwest,Not Reported,Male,0
04/20/2021,51029,Buckingham,Piedmont,Central,Not Reported,Male,0
04/20/2021,51119,Middlesex,Three Rivers,Eastern,At Least One Dose,Female,2732
04/20/2021,51640,Galax,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
04/20/2021,51023,Botetourt,Alleghany,Southwest,Fully Vaccinated,Female,5604
04/20/2021,51790,Staunton,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,20
04/20/2021,51195,Wise,Lenowisco,Southwest,At Least One Dose,Male,5451
04/20/2021,51063,Floyd,New River,Southwest,Fully Vaccinated,Male,1861
04/20/2021,51019,Bedford,Central Virginia,Southwest,At Least One Dose,Female,15401
04/20/2021,51029,Buckingham,Piedmont,Central,Fully Vaccinated,Female,1947
04/20/2021,51127,New Kent,Chickahominy,Central,At Least One Dose,Female,5005
04/20/2021,51195,Wise,Lenowisco,Southwest,Fully Vaccinated,Female,4416
04/20/2021,51087,Henrico,Henrico,Central,Not Reported,Female,0
04/20/2021,51167,Russell,Cumberland Plateau,Southwest,At Least One Dose,Not Reported,3
04/20/2021,51145,Powhatan,Chesterfield,Central,At Least One Dose,Male,4760
04/20/2021,51137,Orange,Rappahannock Rapidan,Northwest,Not Reported,Male,0
04/20/2021,51139,Page,Lord Fairfax,Northwest,Fully Vaccinated,Not Reported,8
04/20/2021,51610,Falls Church,Fairfax,Northern,Not Reported,Female,0
04/20/2021,51015,Augusta,Central Shenandoah,Northwest,Fully Vaccinated,Female,12040
04/20/2021,51159,Richmond County,Three Rivers,Eastern,At Least One Dose,Female,1656
04/20/2021,51125,Nelson,Blue Ridge,Northwest,Not Reported,Female,0
04/20/2021,51775,Salem,Alleghany,Southwest,At Least One Dose,Female,6536
04/20/2021,51107,Loudoun,Loudoun,Northern,Fully Vaccinated,Not Reported,59
04/20/2021,51117,Mecklenburg,Southside,Central,Not Reported,Male,0
04/20/2021,51085,Hanover,Chickahominy,Central,Not Reported,Female,0
04/20/2021,51690,Martinsville,West Piedmont,Southwest,Fully Vaccinated,Female,1912
04/20/2021,51167,Russell,Cumberland Plateau,Southwest,At Least One Dose,Female,5566
04/20/2021,51685,Manassas Park,Prince William,Northern,At Least One Dose,Male,2291
04/20/2021,51133,Northumberland,Three Rivers,Eastern,Fully Vaccinated,Female,2278
04/20/2021,51083,Halifax,Southside,Central,Fully Vaccinated,Female,4923
04/20/2021,51095,James City,Peninsula,Eastern,At Least One Dose,Female,21787
04/20/2021,51113,Madison,Rappahannock Rapidan,Northwest,Not Reported,Female,0
04/20/2021,51155,Pulaski,New River,Southwest,At Least One Dose,Male,5545
04/20/2021,51099,King George,Rappahannock,Northwest,Fully Vaccinated,Female,2898
04/20/2021,51775,Salem,Alleghany,Southwest,Fully Vaccinated,Not Reported,6
04/20/2021,51540,Charlottesville,Blue Ridge,Northwest,At Least One Dose,Female,12550
04/20/2021,51630,Fredericksburg,Rappahannock,Northwest,Fully Vaccinated,Not Reported,5
04/20/2021,51077,Grayson,Mount Rogers,Southwest,At Least One Dose,Female,2357
04/20/2021,51083,Halifax,Southside,Central,Not Reported,Not Reported,0
04/20/2021,51590,Danville,Pittsylvania-Danville,Southwest,Not Reported,Not Reported,0
04/20/2021,51165,Rockingham,Central Shenandoah,Northwest,At Least One Dose,Female,16979
04/20/2021,51820,Waynesboro,Central Shenandoah,Northwest,Fully Vaccinated,Female,3755
04/20/2021,51125,Nelson,Blue Ridge,Northwest,Fully Vaccinated,Male,2165
04/20/2021,51065,Fluvanna,Blue Ridge,Northwest,At Least One Dose,Male,4789
04/20/2021,51001,Accomack,Eastern Shore,Eastern,Not Reported,Female,0
04/20/2021,51045,Craig,Alleghany,Southwest,At Least One Dose,Not Reported,1
04/20/2021,51730,Petersburg,Crater,Central,At Least One Dose,Female,5993
04/20/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,Fully Vaccinated,Female,8317
04/20/2021,51678,Lexington,Central Shenandoah,Northwest,At Least One Dose,Male,1227
04/20/2021,51810,Virginia Beach,Virginia Beach,Eastern,Fully Vaccinated,Female,56142
04/20/2021,51175,Southampton,Western Tidewater,Eastern,Fully Vaccinated,Male,1914
04/20/2021,51520,Bristol,Mount Rogers,Southwest,Fully Vaccinated,Female,2391
04/20/2021,51660,Harrisonburg,Central Shenandoah,Northwest,Not Reported,Female,0
04/20/2021,51057,Essex,Three Rivers,Eastern,At Least One Dose,Not Reported,1
04/20/2021,51115,Mathews,Three Rivers,Eastern,At Least One Dose,Male,1774
04/20/2021,51175,Southampton,Western Tidewater,Eastern,At Least One Dose,Not Reported,14
04/20/2021,51570,Colonial Heights,Chesterfield,Central,Fully Vaccinated,Female,2552
04/20/2021,51033,Caroline,Rappahannock,Northwest,Fully Vaccinated,Not Reported,5
04/20/2021,51167,Russell,Cumberland Plateau,Southwest,Fully Vaccinated,Not Reported,1
04/20/2021,51113,Madison,Rappahannock Rapidan,Northwest,At Least One Dose,Male,2217
04/20/2021,51730,Petersburg,Crater,Central,Fully Vaccinated,Male,2424
04/20/2021,51125,Nelson,Blue Ridge,Northwest,Not Reported,Not Reported,0
04/20/2021,51111,Lunenburg,Piedmont,Central,Fully Vaccinated,Female,1630
04/20/2021,51103,Lancaster,Three Rivers,Eastern,At Least One Dose,Female,3177
04/20/2021,51520,Bristol,Mount Rogers,Southwest,Not Reported,Male,0
04/20/2021,51590,Danville,Pittsylvania-Danville,Southwest,Fully Vaccinated,Not Reported,2
04/20/2021,51735,Poquoson,Peninsula,Eastern,At Least One Dose,Male,2451
04/20/2021,51820,Waynesboro,Central Shenandoah,Northwest,Not Reported,Female,0
04/20/2021,51630,Fredericksburg,Rappahannock,Northwest,Not Reported,Not Reported,0
04/20/2021,51810,Virginia Beach,Virginia Beach,Eastern,Not Reported,Male,0
04/20/2021,51069,Frederick,Lord Fairfax,Northwest,At Least One Dose,Male,12629
04/20/2021,51103,Lancaster,Three Rivers,Eastern,Fully Vaccinated,Male,1728
04/20/2021,51111,Lunenburg,Piedmont,Central,Not Reported,Male,0
04/20/2021,51011,Appomattox,Central Virginia,Southwest,Not Reported,Not Reported,0
04/20/2021,51760,Richmond City,Richmond,Central,Not Reported,Not Reported,0
04/20/2021,51097,King and Queen,Three Rivers,Eastern,Fully Vaccinated,Not Reported,2
04/20/2021,51073,Gloucester,Three Rivers,Eastern,At Least One Dose,Female,7952
04/20/2021,51530,Buena Vista City,Central Shenandoah,Northwest,At Least One Dose,Female,1346
04/20/2021,51105,Lee,Lenowisco,Southwest,Fully Vaccinated,Not Reported,0
04/20/2021,51680,Lynchburg,Central Virginia,Southwest,Fully Vaccinated,Female,10000
04/20/2021,51011,Appomattox,Central Virginia,Southwest,Fully Vaccinated,Male,1532
04/20/2021,51036,Charles City,Chickahominy,Central,At Least One Dose,Not Reported,3
04/20/2021,51121,Montgomery,New River,Southwest,At Least One Dose,Female,20120
04/20/2021,51660,Harrisonburg,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,83
04/20/2021,51071,Giles,New River,Southwest,At Least One Dose,Male,2778
04/20/2021,51163,Rockbridge,Central Shenandoah,Northwest,Not Reported,Male,0
04/20/2021,51036,Charles City,Chickahominy,Central,Not Reported,Female,0
04/20/2021,51035,Carroll,Mount Rogers,Southwest,Not Reported,Female,0
04/20/2021,51685,Manassas Park,Prince William,Northern,Not Reported,Female,0
04/20/2021,51023,Botetourt,Alleghany,Southwest,Not Reported,Male,0
04/20/2021,51109,Louisa,Blue Ridge,Northwest,Not Reported,Male,0
04/20/2021,51137,Orange,Rappahannock Rapidan,Northwest,Fully Vaccinated,Not Reported,25
04/20/2021,51007,Amelia,Piedmont,Central,Not Reported,Male,0
04/20/2021,51017,Bath,Central Shenandoah,Northwest,At Least One Dose,Male,734
04/20/2021,51041,Chesterfield,Chesterfield,Central,Fully Vaccinated,Not Reported,60
04/20/2021,51183,Sussex,Crater,Central,Not Reported,Not Reported,0
04/20/2021,51065,Fluvanna,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,83
04/20/2021,51570,Colonial Heights,Chesterfield,Central,At Least One Dose,Not Reported,5
04/20/2021,51013,Arlington,Arlington,Northern,Fully Vaccinated,Male,24263
04/20/2021,51036,Charles City,Chickahominy,Central,Fully Vaccinated,Male,951
04/20/2021,51137,Orange,Rappahannock Rapidan,Northwest,Fully Vaccinated,Female,5362
04/20/2021,51035,Carroll,Mount Rogers,Southwest,Fully Vaccinated,Male,2334
04/20/2021,51199,York,Peninsula,Eastern,At Least One Dose,Not Reported,129
04/20/2021,51087,Henrico,Henrico,Central,Fully Vaccinated,Not Reported,96
04/20/2021,51580,Covington,Alleghany,Southwest,At Least One Dose,Female,1039
04/20/2021,51197,Wythe,Mount Rogers,Southwest,At Least One Dose,Female,4699
04/20/2021,51163,Rockbridge,Central Shenandoah,Northwest,Fully Vaccinated,Male,2974
04/20/2021,51081,Greensville,Crater,Central,Fully Vaccinated,Male,1397
04/20/2021,51013,Arlington,Arlington,Northern,Not Reported,Female,0
04/20/2021,51181,Surry,Crater,Central,Fully Vaccinated,Female,951
04/20/2021,51063,Floyd,New River,Southwest,At Least One Dose,Not Reported,3
04/20/2021,51145,Powhatan,Chesterfield,Central,Not Reported,Female,0
04/20/2021,51105,Lee,Lenowisco,Southwest,At Least One Dose,Male,2756
